publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
,,,,,,,,,,一种可旋转式的双层金属果盘,zh,FALSE,本实用新型公开了一种可旋转式的双层金属果盘，包括底座，所述底座顶部固定连接有电动推杆，所述电动推杆顶部固定连接有托垫，所述托垫顶部固定连接有支撑杆，所述支撑杆外径滑动连接有滑动管，所述滑动管外径转动连接有转筒，所述转筒外径固定连接有大果盘，所述支撑杆外径滑动连接有套管，所述套管外径转动连接有转动管，所述转动管外径固定连接有均匀分布的托杆，三个所述托杆顶部均固定连接有磁性吸垫。本实用新型中，首先通过使用托杆可以最多放置三个小果盘用以将不同水果分开放置，磁性吸垫将金属小果盘吸在上面，方便拿取、更换小果盘，通过电动推杆调整果盘的整体高度使得果盘放置在不同高度的桌面上时也方便客人拿取。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,LUO XIAOMIN,LUO XIAOMIN,,,,,,,,,,,,A47G19/02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218186578-U,CN-202123406128-U,CN,U,U,CN 202123406128,,84628274,CN218186578U,CN202123406128,Device for automatically feeding paper in toilet,en,FALSE,"The utility model discloses a device that is used for automatic paper of continuous in bathroom, the paper box comprises a paper box, the inside paper of having placed of carton, the paper cabinet has been placed to the carton top, and there is the entry at the carton top, the inside spring of having placed of paper cabinet, the spring top is provided with the motor, and motor drive spring transmits the paper handkerchief to the carton entrance. The utility model has the characteristics of simple to operate, simple structure, it is effectual to implement.",en,FALSE,,,,,,,,,,,,,20230103,20211230,20230103,20211230,,CN-202123406128-U,,,,20211230,ZHANG KAISHENG,ZHANG KAISHENG,,陕西科技大学,UNIV SHAANXI SCIENCE & TECH,,,,,,,,,A47K10/44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种用于洗手间自动续纸的装置,zh,FALSE,本实用新型公开了一种用于洗手间自动续纸的装置，包括纸盒，所述纸盒内部放置有纸，所述纸盒上方放置有纸柜，纸盒顶部有入口，所述纸柜内部放置有弹簧，弹簧顶部设置有电动机马达，电动机马达驱动弹簧将纸巾传输到纸盒入口处。本实用新型具有安装方便，结构简单，实施效果好的特点。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,Duan Huiru,Duan Huiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218187081-U,CN-202221977490-U,CN,U,U,CN 202221977490,,84651986,CN218187081U,CN202221977490,Hot compress physiotherapy nursing device,en,FALSE,"The utility model relates to the technical field of physiotherapy nursing, and discloses a hot compress physiotherapy nursing device, which comprises a fixed frame, wherein the inner wall of the fixed frame is slidably connected with a storage mechanism capable of storing tools, the top of the fixed frame is fixedly connected with a hydraulic rod convenient for adjusting the height of the device, the top of the hydraulic rod is fixedly connected with a transverse plate, an interlayer is arranged inside the transverse plate, and the inside of the interlayer is fixedly connected with a driving mechanism; the utility model discloses a setting according to the moving mechanism, when using this device to carry out the hot compress to the affected part, can also massage the affected part, lax affected part nervous muscle, alleviate the painful condition in affected part with higher speed, press the moving mechanism simultaneously and can also heat the hot compress bag, avoid the hot compress bag to use the after-temperature reduction for a long time, improve the effect of hot compress, solved and carried out the hot compress to the affected part at present, can&#39;t relax the muscle in affected part, and the hot compress bag temperature constantly reduces when using, the poor problem of hot compress effect.",en,FALSE,,,,,,,,,,,,,20230103,20220727,20230103,20220727,,CN-202221977490-U,,,,20220727,HUANG GEXIANG,HUANG GEXIANG,,南通市良春中医药临床研究所门诊部有限公司,NANTONG LIANGCHUN CHINESE MEDICINE CLINICAL RES INSTITUTE CLINIC CO LTD,,,,,,,,,A61F7/08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种热敷理疗护理装置,zh,FALSE,本实用新型涉及理疗护理技术领域，且公开了一种热敷理疗护理装置，包括固定框，所述固定框的内壁滑动连接有可存放工具的储存机构，所述固定框的顶部固定连接有便于调整本装置高度的液压杆，所述液压杆的顶部固定连接有横板，所述横板的内部设置有夹层，夹层的内部固定连接有驱动机构；本实用新型通过按动机构的设置，在使用本装置对患处进行热敷时，还可以对患处进行按摩，松弛患处紧张的肌肉，加速缓解患处疼痛的情况，同时按动机构还可以对热敷袋进行加热，避免热敷袋在长时间使用后温度降低，提高热敷的效果，解决了目前对患处进行热敷，无法对患处的肌肉进行松弛，且热敷袋在使用时温度不断降低，热敷效果差的问题。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A61F7/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218187804-U,CN-202221651555-U,CN,U,U,CN 202221651555,,84646954,CN218187804U,CN202221651555,Gear adjusting elastic pin structure for fitness equipment,en,FALSE,"The utility model discloses a body-building apparatus is with gear adjustment bullet round pin structure, the utility model discloses, including the main support, the bottom movable mounting of main support one end has first ox horn bolt, spacing pipe is all installed to the bottom at the inside both ends of main support, the intermediate position at the inside both ends of main support rotates installs the telescopic bracket, the gear board is installed to the intermediate position on telescopic bracket right side, the resistance ware is installed to the telescopic bracket bottom. The utility model discloses, be provided with gear plate and gear piece and first ox horn bolt and second ox horn bolt on the main support at the in-process direct mount of production, make body-building apparatus can not produce the condition of omitting and losing at the in-process of production and transportation, and can realize the limit production limit inspection, can accurately avoid adjusting the problem of failure, it is more stable with traditional body-building apparatus bolt structural contrast, the atress is more even, increase bearing capacity that can be obvious, high durability and convenient use, can realize that the one-hand gear is adjusted at any time.",en,FALSE,,,,,,,,,,,,,20230103,20220628,20230103,20220628,,CN-202221651555-U,,,,20220628,CHEN ZHIFU,CHEN ZHIFU,,武义鑫腾发健身器材有限公司,WUYI XINTENGFA FITNESS EQUIPMENT CO LTD,,,,,,,,,A63B71/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种健身器材用档位调节弹销结构,zh,FALSE,本实用公开了一种健身器材用档位调节弹销结构，本实用，包括主支架，所述主支架一端的底部活动安装有第一牛角插销，所述主支架内部两端的底部均安装有限位管，所述主支架内部两端的中间位置转动安装有伸缩支架，所述伸缩支架右侧的中间位置安装有档位板，所述伸缩支架底部安装有阻力器。本实用，设置有档位板和档位片与第一牛角插销和第二牛角插销在生产的过程中直接安装在主支架上，使健身器材在生产和运输的过程中不会产生遗漏和遗失的情况，并且能实现边生产边检验，能够准确避免调节失灵的问题，与传统的健身器材插销结构对比更稳定，受力更均匀，可以明显的增加承重能力，使用方便，可实现单手档位随时调节。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218188832-U,CN-202222242898-U,CN,U,U,CN 202222242898,,84659884,CN218188832U,CN202222242898,Hydrochloric acid fog waste gas absorbs processing apparatus,en,FALSE,"The utility model relates to the technical field of waste gas treatment, in particular to a hydrochloric acid mist waste gas absorption treatment device, which comprises a buffer tank and a spray tower, wherein the air inlet end of the spray tower is connected with an input pipe, the air outlet end of the spray tower is connected with an exhaust part, and the air inlet end of the input pipe is connected with the air outlet end of the buffer tank through an exhaust fan; at least two groups of packing layers are arranged in the spray tower, a defogging layer is arranged on the top of an inner cavity of the spray tower, a liquid spraying pipe is arranged on the top of each group of packing layers, the bottom of the liquid spraying pipe is connected with a plurality of spray heads, and one end of the liquid spraying pipe is connected with a liquid outlet pipe; a driving rod is rotatably arranged in the spray tower; the utility model discloses well actuating lever drives spray tube and rotates around the actuating lever axis, will spray liquid and evenly spray in the packing layer, and waste gas flows through in the filler space and sprays the liquid film of liquid on the multiaspect clean shot packs and fully contacts, dissolves in aquatic, and waste gas can reach the mesh of handling hydrochloric acid fog effective absorption through the abundant contact with the liquid film of multilayer and droplet.",en,FALSE,,,,,,,,,,,,,20230103,20220824,20230103,20220824,,CN-202222242898-U,,,,20220824,Zou Yancheng,Zou Yancheng,,云浮市未来环保科技有限公司,YUNFU FUTURE ENVIRONMENTAL PROTECTION TECH CO LTD,,,,,,,,,B01D53/18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种盐酸雾废气吸收处理装置,zh,FALSE,本实用新型涉及废气处理技术领域，具体公开了一种盐酸雾废气吸收处理装置，包括缓冲罐和喷淋塔，喷淋塔进气端连接输入管，喷淋塔出气端连接排气件，输入管进气端通过抽风机连接缓冲罐出气端；喷淋塔内安装至少两组填料层，喷淋塔内腔顶部安装有除雾层，每组填料层顶部均设有喷液管，喷液管底部连接有若干个喷头，喷液管一端连接出液管；喷淋塔内转动安装有驱动杆；本实用新型中驱动杆带动喷液管绕驱动杆轴线转动，将喷淋液均匀喷淋在填料层中，废气穿流于填料空隙与喷淋液在多面空心球填料上的液膜充分接触，溶于水中，废气经过与多层的液膜和雾滴的充分接触，能达到对盐酸雾有效吸收处理的目的。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,Wu Zhoukai,Wu Zhoukai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEN GUANG,CHEN GUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUANG HAIJIAN,HUANG HAIJIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218191585-U,CN-202222124275-U,CN,U,U,CN 202222124275,,84656672,CN218191585U,CN202222124275,Integral type bottle cleaning device,en,FALSE,"The utility model discloses an integrated bottle cleaning device, wherein a base is internally provided with a first motor to a third motor which are controlled by an intermittent controller, and output shafts of the first motor to the third motor pass through the upper surface of the base; the first rotary table to the third rotary table are respectively assembled on output shafts of the first motor, the second motor and the third motor; a plurality of bottle body clamping mechanisms are uniformly arranged on the first rotary table to the third rotary table, and each bottle body clamping mechanism is respectively provided with a position sensor; a cleaning mechanism for cleaning the bottle body is arranged above the bottle body clamping mechanism corresponding to the first rotating disc, and a rotating device capable of turning over the bottle body clamping mechanism is arranged at the edge of the first rotating disc; a drying mechanism which can extend into the bottle body is arranged above the bottle body clamping mechanism corresponding to the second rotating disc; a dryer and a drying cover for drying the outside of the bottle body are arranged on the bottle body clamping mechanism corresponding to the third rotary table. The utility model discloses a clean and dry to the integration of bottle.",en,FALSE,,,,,,,,,,,,,20230103,20220812,20230103,20220812,,CN-202222124275-U,,,,20220812,JIANG DABO,JIANG DABO,,成都海德康药业有限公司,CHENGDU HAIDEKANG PHARMACEUTICAL CO LTD,,,,,,,,,F26B23/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种一体式瓶体清洁装置,zh,FALSE,本实用新型公开了一种一体式瓶体清洁装置，底座内设有由间歇控制器控制的第一电机至第三电机，第一电机至第三电机的输出轴穿过底座的上表面；第一转盘至第三转盘分别装配于第一电机、第二电机和第三电机的输出轴上；在第一转盘至第三转盘均匀设有若干瓶体夹持机构，每个瓶体夹持机构上分别设有位置传感器；对应第一转盘的瓶体夹持机构的上方设有清洗瓶体的清洁机构且第一转盘的边缘设有可将瓶体夹持机构翻转的转动装置；对应第二转盘的瓶体夹持机构的上方设有可伸入瓶体内部的干燥机构；对应第三转盘的瓶体夹持机构设有烘干瓶体外部的烘干机和烘干罩。本实用新型实现了对瓶体的一体化清洁和干燥。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,LI JIANKE,LI JIANKE,,,,,,,,,,,,B08B9/34,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUO SHENG,LUO SHENG,,,,,,,,,,,,B08B9/42,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZHANG ANLING,ZHANG ANLING,,,,,,,,,,,,F26B5/14,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI PAN,LI PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218192439-U,CN-202221689667-U,CN,U,U,CN 202221689667,,84646943,CN218192439U,CN202221689667,Improved sand box fastening device,en,FALSE,"The utility model discloses an improved sand box fastening device, which comprises a C-shaped fastening body, wherein a fastening fixed block is fixedly arranged at the bottom end of the C-shaped fastening body, an adjusting device is arranged at the other end of the C-shaped fastening body, a fastening movable block is rotatably arranged at the bottom end of the adjusting device, the fastening movable block is positioned above the fastening fixed block, the fastening surface of the fastening movable block is arranged opposite to the fastening surface of the fastening fixed block, and the adjusting device drives the fastening movable block to lift up and down; the fastening movable block comprises an arc-shaped fastening movable plate and horizontal fastening movable plates arranged at the two side ends of the arc-shaped fastening plate; the utility model discloses expanded the use restriction of traditional case card, simple structure, cost of manufacture are low, application range is wide, and ordinary foundry adopts this kind of fastener can satisfy the production demand completely, simultaneously because fastening aspect, fastening force are stronger, can prevent effectively that the product from running out of fire, the case that rises.",en,FALSE,,,,,,,,,,,,,20230103,20220630,20230103,20220630,,CN-202221689667-U,,,,20220630,WANG SHUAI,WANG SHUAI,,山东莒州金属材料有限责任公司,SHANDONG JUZHOU METAL MAT CO LTD,,,,,,,,,B22C21/08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
